House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
10,Powys Lane,Kieran,Davies,48,Son,Divorced,Male,Podiatrist,None,Christian
10,Powys Lane,Martin,Davies,48,Son,Single,Male,Higher education lecturer,None,Christian
10,Powys Lane,Harriet,Davies,48,Daughter,Single,Female,Ceramics designer,None,Christian
10,Powys Lane,Lesley,Davies,47,Daughter,Divorced,Female,Counselling psychologist,None,Christian
10,Powys Lane,Jane,Davies,45,Daughter,Single,Female,"Librarian, public",None,Christian
10,Powys Lane,William,Davies,41,Son,Single,Male,Financial manager,None,Christian
10,Powys Lane,Shirley,Davies,38,Daughter,Single,Female,"Surveyor, planning and development",None,None
11,Powys Lane,Yvonne,Allen,40,Head,Married,Female,"Designer, graphic",None,None
11,Powys Lane,James,Allen,41,Husband,Married,Male,"Scientist, forensic",None,None
11,Powys Lane,Daniel,Allen,7,Son,NA,Male,Student,None,NA
11,Powys Lane,Clifford,Allen,3,Son,NA,Male,Child,None,NA
11,Powys Lane,Ben,Thompson,45,Lodger,Divorced,Male,Oceanographer,None,None
12,Powys Lane,Jane,Hall,36,Head,Married,Female,Cartographer,None,None
12,Powys Lane,Jordan,Hall,43,Husband,Married,Male,Health visitor,None,None
12,Powys Lane,David,Hall,9,Son,NA,Male,Student,None,NA
12,Powys Lane,Wendy,Hall,6,Daughter,NA,Female,Student,None,NA
12,Powys Lane,Christian,Hall,5,Son,NA,Male,Student,None,NA
13,Powys Lane,Kathryn,Williams,21,Head,Single,Female,University Student,None,Christian
13,Powys Lane,Damien,Noble,20,None,Single,Male,University Student,None,Muslim
13,Powys Lane,Mary,Walker,18,None,Single,Female,University Student,None,Methodist
13,Powys Lane,Ronald,Porter,24,None,Single,Male,PhD Student,None,Christian
14,Powys Lane,Megan,Anderson,42,Head,Single,Female,Educational psychologist,None,Christian
14,Powys Lane,Victor,Carr,45,Partner,Single,Male,Adult nurse,None,Christian
14,Powys Lane,Charles,Anderson,20,Son,Single,Male,University Student,None,Christian
14,Powys Lane,Jack,Anderson,16,Son,NA,Male,Student,None,NA
14,Powys Lane,Oliver,Anderson,11,Son,NA,Male,Student,None,NA
15,Powys Lane,Jade,Johnson,48,Head,Single,Female,Licensed conveyancer,None,Catholic
16,Powys Lane,Natalie,Middleton,42,Head,Married,Female,Unemployed,None,Catholic
16,Powys Lane,Adam,Middleton,44,Husband,Married,Male,Land/geomatics surveyor,None,Catholic
16,Powys Lane,Carol,Middleton,9,Daughter,NA,Female,Student,None,NA
16,Powys Lane,Paige,Middleton,6,Daughter,NA,Female,Student,None,NA
16,Powys Lane,Mohamed,Willis,31,Lodger,Single,Male,Special effects artist,None,Christian
17,Powys Lane,Marie,Wright,39,Head,Married,Female,Unemployed,None,None
17,Powys Lane,Jake,Wright,42,Husband,Married,Male,Colour technologist,None,None
18,Powys Lane,Ashley,Young,44,Head,Widowed,Male,Personnel officer,None,Catholic
18,Powys Lane,Beth,Young,26,Daughter,Single,Female,"Scientist, clinical (histocompatibility and immunogenetics)",None,Catholic
18,Powys Lane,Lesley,Young,26,Daughter,Single,Female,Furniture designer,None,Catholic
18,Powys Lane,Deborah,Young,24,Daughter,Single,Female,"Engineer, automotive",None,Catholic
18,Powys Lane,Peter,Young,21,Son,Single,Male,Insurance account manager,None,Catholic
19,Powys Lane,Amy,Chapman,31,Head,Married,Female,Neurosurgeon,None,None
19,Powys Lane,Gordon,Chapman,35,Husband,Married,Male,Unemployed,None,None
19,Powys Lane,Maria,Chapman,3,Daughter,NA,Female,Child,None,NA
19,Powys Lane,Joseph,Burgess,60,Lodger,Single,Male,Market researcher,None,Christian
19,Powys Lane,Anna,Wallace,59,Lodger,Single,Female,Gaffer,None,Christian
20,Powys Lane,Tina,Hill,48,Head,Divorced,Female,"Restaurant manager, fast food",None,None
20,Powys Lane,Maria,Hill,8,Daughter,NA,Female,Student,None,NA
20,Powys Lane,Clifford,Hill,6,Son,NA,Male,Student,None,NA
20,Powys Lane,Patrick,Hill,6,Son,NA,Male,Student,None,NA
20,Powys Lane,Lydia,Hill,1,Daughter,NA,Female,Child,None,NA
20,Powys Lane,Jade,Chambers,21,Lodger,Single,Female,University Student,None,None
20,Powys Lane,Jamie,Phillips,32,Lodger,Single,Male,"Chemist, analytical",None,Sikh
20,Powys Lane,Sandra,Lee,39,Lodger,Divorced,Female,Unemployed,None,None
20,Powys Lane,Richard,Middleton,19,Lodger,Divorced,Male,University Student,None,None
20,Powys Lane,Kim,Lewis,38,Lodger,Single,Female,"Investment banker, operational",None,Methodist
20,Powys Lane,Christopher,Foster,41,Lodger,Widowed,Male,Financial trader,None,None
20,Powys Lane,Josh,Ali,32,Lodger,Divorced,Male,Amenity horticulturist,None,None
21,Powys Lane,Anne,Brown,35,Head,Married,Female,"Geologist, wellsite",None,None
21,Powys Lane,Lewis,Brown,39,Husband,Married,Male,Unemployed,None,None
21,Powys Lane,Reece,Brown,18,Son,Single,Male,Student,None,None
21,Powys Lane,Mitchell,Brown,17,Son,NA,Male,Student,None,NA
21,Powys Lane,Kayleigh,Brown,15,Daughter,NA,Female,Student,None,NA
21,Powys Lane,Iain,Brown,13,Son,NA,Male,Student,None,NA
21,Powys Lane,Ronald,Brown,9,Son,NA,Male,Student,None,NA
22,Powys Lane,Josephine,Goodwin,45,Head,Married,Female,"Editor, film/video",None,Catholic
22,Powys Lane,Joel,Goodwin,46,Husband,Married,Male,Financial manager,None,None
22,Powys Lane,Rhys,Goodwin,10,Son,NA,Male,Student,None,NA
22,Powys Lane,Pamela,Goodwin,7,Daughter,NA,Female,Student,None,NA
22,Powys Lane,Paul,Goodwin,3,Son,NA,Male,Child,None,NA
22,Powys Lane,Julie,Goodwin,1,Daughter,NA,Female,Child,None,NA
22,Powys Lane,Mohamed,Lynch,45,Lodger,Single,Male,Unemployed,None,Christian
23,Powys Lane,Carole,Hopkins,61,Head,Single,Female,Retail buyer,None,Jewish
23,Powys Lane,Lisa,Holmes,64,None,Single,Female,Fast food restaurant manager,None,Christian
23,Powys Lane,Hazel,Parkinson,55,None,Single,Female,Chartered loss adjuster,None,Christian
23,Powys Lane,Tracey,Walker,26,None,Single,Female,Volunteer coordinator,None,None
23,Powys Lane,Justin,Ahmed,26,None,Single,Male,Museum/gallery conservator,None,Christian
23,Powys Lane,Catherine,Frost,37,None,Single,Female,Medical sales representative,None,Catholic
23,Powys Lane,Teresa,Williams,37,None,Single,Female,Associate Professor,None,None
23,Powys Lane,Henry,Norman,41,None,Single,Male,Jewellery designer,None,Christian
24,Powys Lane,Kelly,Parker,62,Head,Single,Female,Technical author,None,Muslim
24,Powys Lane,Christopher,Jackson,62,Partner,Single,Male,Museum education officer,None,Muslim
24,Powys Lane,Wendy,Parker,24,Daughter,Single,Female,Armed forces logistics/support/administrative officer,None,Muslim
24,Powys Lane,Roy,Parker,22,Son,Single,Male,Higher education lecturer,None,None
24,Powys Lane,Ricky,Parker,2,Son,NA,Male,Child,None,NA
25,Powys Lane,Sophie,Hughes,54,Head,Married,Female,Clinical molecular geneticist,None,Christian
25,Powys Lane,Danny,Hughes,55,Husband,Married,Male,Air broker,None,Christian
25,Powys Lane,Linda,Hughes,17,Daughter,NA,Female,Student,None,NA
25,Powys Lane,Gregory,Hughes,14,Son,NA,Male,Student,None,NA
25,Powys Lane,Katy,Hughes,9,Daughter,NA,Female,Student,None,NA
26,Powys Lane,Lorraine,Harris,21,Head,Single,Female,University Student,None,None
26,Powys Lane,Sam,Hall,22,None,Single,Male,University Student,None,Methodist
26,Powys Lane,Shannon,Dale,28,None,Single,Female,PhD Student,None,None
26,Powys Lane,Daniel,Young,19,None,Single,Male,University Student,None,Methodist
26,Powys Lane,Tracy,Ball,20,None,Single,Female,University Student,None,None
27,Powys Lane,Sophie,Davies,44,Head,Married,Female,Adult guidance worker,None,None
27,Powys Lane,Josh,Davies,42,Husband,Married,Male,Professor Emeritus,None,None
27,Powys Lane,Leon,Davies,25,Son,Single,Male,"Psychologist, counselling",None,None
27,Powys Lane,Paul,Davies,22,Son,Divorced,Male,University Student,None,None
27,Powys Lane,Caroline,Davies,18,Daughter,Single,Female,Student,None,None
28,Powys Lane,Brandon,Bibi,33,Head,Single,Male,Cabin crew,None,Catholic
28,Powys Lane,Stephen,Foster,55,None,Single,Male,"Engineer, petroleum",None,Catholic
28,Powys Lane,Jasmine,Hamilton,57,None,Single,Female,Adult guidance worker,None,Christian
28,Powys Lane,Joshua,Short,59,None,Single,Male,Agricultural engineer,None,None
28,Powys Lane,Caroline,Barry,45,None,Single,Female,"Editor, commissioning",None,Catholic
29,Powys Lane,Lawrence,Todd,47,Head,Divorced,Male,Unemployed,None,Christian
29,Powys Lane,Chelsea,Todd,9,Daughter,NA,Female,Student,None,NA
29,Powys Lane,Louis,Todd,5,Son,NA,Male,Student,None,NA
29,Powys Lane,Lynda,Todd,2,Daughter,NA,Female,Child,None,NA
29,Powys Lane,Jamie,Todd,1,Son,NA,Male,Child,None,NA
30,Powys Lane,Christopher,Walker,22,Head,Single,Male,University Student,None,Muslim
30,Powys Lane,Danielle,Talbot,23,Partner,Single,Female,Orthoptist,None,Muslim
30,Powys Lane,Zoe,Walker,1,Daughter,NA,Female,Child,None,NA
30,Powys Lane,Jade,Bailey,39,Lodger,Single,Female,"Conservator, museum/gallery",None,Christian
30,Powys Lane,Alice,Harris,36,Lodger,Single,Female,Haematologist,None,Catholic
31,Powys Lane,Tina,Rees,71,Head,Married,Female,Retired Make,None,Methodist
31,Powys Lane,Jason,Rees,62,Husband,Married,Male,Energy manager,None,None
31,Powys Lane,Declan,Rees,33,Son,Single,Male,"Librarian, academic",None,Methodist
31,Powys Lane,Joanne,Rees,32,Daughter,Divorced,Female,Hospital pharmacist,None,Christian
31,Powys Lane,Lynda,Rees,30,Daughter,Single,Female,Customer service manager,None,Methodist
31,Powys Lane,Glen,Rees,28,Son,Single,Male,"Scientist, research (life sciences)",None,Methodist
31,Powys Lane,Victor,Rees,5,Son,NA,Male,Student,None,NA
32,Powys Lane,Amanda,Turner,59,Head,Married,Female,Risk analyst,None,Christian
32,Powys Lane,Jacob,Turner,56,Husband,Married,Male,"Engineer, water",None,Christian
32,Powys Lane,Stacey,Turner,21,Daughter,Single,Female,Health and safety inspector,None,None
32,Powys Lane,Lorraine,Turner,20,Daughter,Single,Female,University Student,None,None
32,Powys Lane,Karen,Turner,19,Daughter,Divorced,Female,University Student,None,None
32,Powys Lane,Martin,Iqbal-Turner,17,Son,NA,Male,Student,None,NA
32,Powys Lane,Paige,Iqbal-Turner,13,Daughter,NA,Female,Student,None,NA
32,Powys Lane,Victor,Iqbal-Turner,10,Son,NA,Male,Student,None,NA
32,Powys Lane,Lesley,Iqbal-Turner,7,Daughter,NA,Female,Student,None,NA
32,Powys Lane,Lucy,Iqbal-Turner,4,Daughter,NA,Female,Child,None,NA
32,Powys Lane,Dominic,Iqbal-Turner,4,Son,NA,Male,Child,None,NA
33,Powys Lane,Alex,Potter,37,Head,Married,Male,Unemployed,None,Methodist
33,Powys Lane,Paige,Potter-Berry,42,Wife,Married,Female,Petroleum engineer,None,Methodist
33,Powys Lane,Dylan,Potter-Berry,7,Son,NA,Male,Student,None,NA
33,Powys Lane,Stanley,Potter-Berry,5,Son,NA,Male,Student,None,NA
33,Powys Lane,Leigh,Potter-Berry,4,Son,NA,Male,Child,None,NA
34,Powys Lane,Jean,Davies,47,Head,Married,Female,"Doctor, hospital",None,None
34,Powys Lane,Maurice,Davies,48,Husband,Married,Male,Armed forces operational officer,None,None
34,Powys Lane,Toby,Gray,15,Son,NA,Male,Student,None,NA
34,Powys Lane,Cameron,Gray,11,Son,NA,Male,Student,None,NA
34,Powys Lane,Eleanor,Gray,8,Daughter,NA,Female,Student,None,NA
34,Powys Lane,Sandra,Gray,7,Daughter,NA,Female,Student,None,NA
34,Powys Lane,Zoe,Gray,3,Daughter,NA,Female,Child,None,NA
34,Powys Lane,Marc,Gray,2,Son,NA,Male,Child,None,NA
34,Powys Lane,Caroline,Dunn,52,Lodger,Single,Female,Special effects artist,None,Christian
34,Powys Lane,Elizabeth,Edwards,61,Cousin,Single,Female,Administrator,None,Christian
34,Powys Lane,Ronald,Davies,61,Lodger,Single,Male,Acupuncturist,None,Christian
34,Powys Lane,Reece,Ford,43,Lodger,Single,Male,Recycling officer,None,Muslim
34,Powys Lane,Marilyn,Norris,19,Lodger,Divorced,Female,University Student,None,None
34,Powys Lane,Donna,Collier,33,Lodger,Divorced,Female,Manufacturing engineer,None,None
34,Powys Lane,Alison,Williams,19,Lodger,Single,Female,University Student,None,None
34,Powys Lane,Cameron,Khan,50,Lodger,Single,Male,Fast food restaurant manager,None,Christian
34,Powys Lane,Victor,Roberts,20,Lodger,Single,Male,University Student,None,Methodist
34,Powys Lane,Bryan,Barnes,23,Sibling,Divorced,Male,"Doctor, hospital",None,Catholic
34,Powys Lane,Joanne,Green,46,Sibling,Single,Female,"Investment banker, operational",None,Christian
34,Powys Lane,Benjamin,Oliver,47,Lodger,Single,Male,TEFL teacher,None,None
35,Powys Lane,Keith,Ashton,21,Head,Single,Male,University Student,None,None
35,Powys Lane,Toby,Heath,18,None,Single,Male,University Student,None,None
35,Powys Lane,Kelly,Thomas,22,None,Single,Female,University Student,None,None
35,Powys Lane,Ashley,Stanley,20,None,Single,Male,University Student,None,Methodist
36,Powys Lane,Molly,Fraser,25,Head,Divorced,Female,Community pharmacist,None,Christian
36,Powys Lane,June,Fraser,4,Daughter,NA,Female,Child,None,NA
36,Powys Lane,Charles,Fraser,2,Son,NA,Male,Child,None,NA
36,Powys Lane,Deborah,Lee,42,Sibling,Single,Female,Education administrator,None,Christian
36,Powys Lane,Joyce,Lloyd,51,Lodger,Single,Female,"Designer, television/film set",None,Catholic
37,Powys Lane,Kerry,Allen,31,Head,Single,Female,"Designer, multimedia",None,None
37,Powys Lane,Joshua,Allen,3,Son,NA,Male,Child,None,NA
37,Powys Lane,Shannon,Allen,1,Daughter,NA,Female,Child,None,NA
37,Powys Lane,Sheila,Allen,0,Daughter,NA,Female,Child,None,NA
37,Powys Lane,Jason,Pearce,31,Lodger,Single,Male,Fish farm manager,None,Sikh
37,Powys Lane,Robin,Jackson,61,Lodger,Single,Male,Museum education officer,None,Methodist
37,Powys Lane,Grace,Wood,47,Sibling,Single,Female,Adult nurse,None,Catholic
37,Powys Lane,Grace,Webster,26,Lodger,Single,Female,"Research officer, trade union",None,None
37,Powys Lane,Mathew,King,40,Lodger,Single,Male,Cabin crew,None,Catholic
38,Powys Lane,Bethan,Brady,51,Head,Married,Female,Human resources officer,None,Christian
38,Powys Lane,Stephen,Brady,55,Husband,Married,Male,"Psychotherapist, child",None,None
38,Powys Lane,Lawrence,Brady,28,Son,Single,Male,Rural practice surveyor,None,Christian
38,Powys Lane,Malcolm,Brady,26,Son,Single,Male,"Engineer, water",None,None
38,Powys Lane,Valerie,Brady,22,Daughter,Divorced,Female,University Student,None,Christian
38,Powys Lane,Linda,Brady,21,Daughter,Single,Female,University Student,None,Christian
38,Powys Lane,Thomas,Brady,21,Son,Single,Male,University Student,None,Christian
38,Powys Lane,Sylvia,Brady,16,Daughter,NA,Female,Student,None,NA
38,Powys Lane,Bryan,Brady,16,Son,NA,Male,Student,None,NA
39,Powys Lane,Carly,Smith,55,Head,Single,Female,Commissioning editor,None,None
39,Powys Lane,Jamie,Hopkins,57,Partner,Single,Male,Further education lecturer,None,None
39,Powys Lane,Alexandra,Smith,31,Daughter,Single,Female,Licensed conveyancer,None,None
39,Powys Lane,Elliott,Smith,27,Son,Single,Male,Contracting civil engineer,None,None
39,Powys Lane,Angela,Smith,17,Daughter,NA,Female,Student,None,NA
39,Powys Lane,Rachael,Smith,15,Daughter,NA,Female,Student,None,NA
39,Powys Lane,Josh,Smith,12,Son,NA,Male,Student,None,NA
39,Powys Lane,Benjamin,Smith,10,Son,NA,Male,Student,None,NA
39,Powys Lane,Jack,Smith,7,Son,NA,Male,Student,None,NA
39,Powys Lane,Marcus,Smith,3,Son,NA,Male,Child,None,NA
39,Powys Lane,Janet,Smith,0,Daughter,NA,Female,Child,None,NA
39,Powys Lane,Henry,Burns,47,Lodger,Divorced,Male,Accounting technician,None,None
40,Powys Lane,Katie,Haynes,32,Head,Married,Female,Geophysicist/field seismologist,None,Christian
40,Powys Lane,Danny,Haynes,34,Husband,Married,Male,"Nurse, adult",None,None
40,Powys Lane,Jade,Webb,10,Daughter,NA,Female,Student,None,NA
40,Powys Lane,Valerie,Flynn,9,Adopted Daughter,NA,Female,Student,None,NA
40,Powys Lane,Jenna,Flynn,3,Daughter,NA,Female,Child,None,NA
41,Powys Lane,Denise,White,69,Head,Widowed,Female,Retired Records manager,None,Christian
41,Powys Lane,Sheila,White,35,Daughter,Divorced,Female,Estate agent,None,Christian
41,Powys Lane,Deborah,White,34,Daughter,Single,Female,Technical sales engineer,None,None
41,Powys Lane,Kathryn,Powell,32,Daughter,Single,Female,"Runner, broadcasting/film/video",None,Christian
41,Powys Lane,Alice,Powell,30,Daughter,Single,Female,Fitness centre manager,None,None
42,Powys Lane,Rebecca,George,41,Head,Single,Female,"Engineer, maintenance",None,Christian
43,Powys Lane,Iain,Woods,60,Head,Married,Male,Translator,None,Catholic
43,Powys Lane,Julia,Woods,54,Wife,Married,Female,"Engineer, manufacturing systems",None,None
43,Powys Lane,Elaine,Woods,23,Daughter,Single,Female,Community development worker,None,Catholic
43,Powys Lane,Stephen,Woods,21,Son,Single,Male,University Student,None,None
43,Powys Lane,Jenna,Woods,14,Daughter,NA,Female,Student,None,NA
43,Powys Lane,Henry,Woods,11,Son,NA,Male,Student,None,NA
43,Powys Lane,Owen,Woods,9,Son,NA,Male,Student,None,NA
43,Powys Lane,Hayley,Woods,7,Daughter,NA,Female,Student,None,NA
43,Powys Lane,Paula,Woods,3,Daughter,NA,Female,Child,None,NA
43,Powys Lane,Lynne,Woods,0,Daughter,NA,Female,Child,None,NA
43,Powys Lane,Julia,Fisher,24,Lodger,Single,Female,Investment analyst,None,None
43,Powys Lane,James,Richards,46,Lodger,Single,Male,"Engineer, building services",None,None
43,Powys Lane,Josh,Bryant,61,Lodger,Single,Male,Aid worker,None,Christian
43,Powys Lane,Julie,James,25,Lodger,Single,Female,Unemployed,None,Christian
43,Powys Lane,Martin,Marshall,26,Lodger,Single,Male,"Administrator, Civil Service",None,None
43,Powys Lane,Tony,Davies,64,Lodger,Single,Male,"Pilot, airline",None,Christian
43,Powys Lane,Marie,Chapman,57,Lodger,Single,Female,"Development worker, international aid",None,None
43,Powys Lane,Patrick,Wallace,28,Cousin,Single,Male,Bonds trader,None,Methodist
43,Powys Lane,Cheryl,Parkinson,38,Lodger,Single,Female,Oceanographer,None,Christian
44,Powys Lane,Shannon,Scott,57,Head,Married,Female,Health service manager,None,Catholic
44,Powys Lane,June,Scott,59,Wife,Married,Female,"Engineer, broadcasting (operations)",None,None
45,Powys Lane,Lydia,Gallagher,23,Head,Divorced,Female,Risk manager,None,Muslim
45,Powys Lane,Carolyn,Henderson,61,None,Single,Female,Air broker,None,Christian
45,Powys Lane,Joe,Foster,25,None,Single,Male,Unemployed,None,Christian
45,Powys Lane,William,Mills,58,None,Single,Male,"Surveyor, planning and development",None,None
46,Powys Lane,Beverley,Carr,26,Head,Single,Female,Unemployed,None,None
46,Powys Lane,Terence,Howard,45,Sibling,Single,Male,Consulting civil engineer,None,Catholic
46,Powys Lane,Bernard,Austin,32,Lodger,Single,Male,"Research officer, government",None,Muslim
46,Powys Lane,Kenneth,Power,40,Lodger,Single,Male,Retail manager,None,Christian
46,Powys Lane,Stacey,Spencer,58,Lodger,Single,Female,Community education officer,None,None
47,Powys Lane,Patricia,Price,68,Head,Married,Female,Retired Oceanographer,None,Christian
47,Powys Lane,Tom,Price,69,Husband,Married,Male,Retired Homeopath,None,Christian
47,Powys Lane,Lesley,Morton-Price,36,Daughter,Divorced,Female,Toxicologist,None,None
